Pink1B9;NP3084>G4,Pink1B9;NP3084>G4,Pink1B9;NP3084>G4,Pink1B9;NP>Rel KK,Pink1B9;NP>Rel KK,Pink1B9;NP>Rel KK
38.737735,7.01960552694482,8,69.90809625,7.8328451874124,8
36.5098725,10.5382707905313,8,69.1301275,10.208954820064,8
36.8466975,10.5625882693546,8,70.33378875,17.7187961616144,8
32.70962375,6.15082176220134,8,69.66627625,19.9994980038921,8
29.78973,5.25243780402423,8,65.51740375,11.4623162171064,8
